index,time_s,x_px,y_px,radius_px,found,mm_per_px,x_mm,y_mm,frame_file
203,33.833333,994.500,566.047,196.974,1,0.119305,11.068,-5.086,frame12_0204.jpg
204,34.000000,994.500,567.263,195.895,1,0.119962,11.129,-4.968,frame12_0205.jpg
205,34.166667,1057.717,665.674,80.115,1,0.293329,45.755,16.720,frame12_0206.jpg
206,34.333333,998.500,565.500,195.659,1,0.120107,11.622,-5.185,frame12_0207.jpg
207,34.500000,1009.000,561.000,195.387,1,0.120274,12.902,-5.734,frame12_0208.jpg
208,34.666667,902.250,599.310,231.244,1,0.101624,0.053,-0.952,frame12_0209.jpg
209,34.833333,771.000,458.500,101.795,1,0.230856,-30.180,-34.669,frame12_0210.jpg
210,35.000000,756.000,673.000,85.000,1,0.276470,-40.291,17.784,frame12_0211.jpg
211,35.166667,758.500,680.000,81.137,1,0.289632,-41.485,20.658,frame12_0212.jpg
212,35.333333,995.000,568.651,194.898,1,0.120576,11.246,-4.826,frame12_0213.jpg
213,35.500000,1015.500,561.000,193.314,1,0.121564,13.830,-5.795,frame12_0214.jpg
214,35.666667,1003.500,562.000,197.097,1,0.119231,12.134,-5.565,frame12_0215.jpg
215,35.833333,1002.000,564.000,195.921,1,0.119946,12.027,-5.358,frame12_0216.jpg
216,36.000000,902.007,612.443,224.456,1,0.104698,0.029,0.395,frame12_0217.jpg
217,36.166667,1006.500,561.000,196.775,1,0.119426,12.512,-5.694,frame12_0218.jpg
218,36.333333,1014.366,563.066,191.813,1,0.122515,13.799,-5.588,frame12_0219.jpg
219,36.500000,1014.500,561.000,193.681,1,0.121334,13.682,-5.784,frame12_0220.jpg
220,36.666667,966.300,419.100,7.022,1,3.346860,216.098,-634.477,frame12_0221.jpg
221,36.833333,947.060,459.672,9.213,1,2.550760,115.619,-380.068,frame12_0222.jpg
222,37.000000,994.500,566.885,196.230,1,0.119758,11.110,-5.004,frame12_0223.jpg
223,37.166667,902.746,599.029,231.814,1,0.101374,0.103,-0.978,frame12_0224.jpg
224,37.333333,1018.500,561.000,192.240,1,0.122243,14.274,-5.828,frame12_0225.jpg
225,37.500000,901.471,613.410,223.522,1,0.105135,-0.028,0.498,frame12_0226.jpg
226,37.666667,901.360,615.409,222.479,1,0.105628,-0.039,0.711,frame12_0227.jpg
227,37.833333,901.774,607.927,226.451,1,0.103775,0.004,-0.077,frame12_0228.jpg
228,38.000000,994.500,568.350,195.398,1,0.120267,11.157,-4.850,frame12_0229.jpg
229,38.166667,815.585,567.658,188.248,1,0.124835,-10.754,-5.120,frame12_0230.jpg
230,38.333333,998.000,562.000,199.462,1,0.117817,11.342,-5.499,frame12_0231.jpg
231,38.500000,901.935,613.756,223.766,1,0.105021,0.021,0.534,frame12_0232.jpg
232,38.666667,1006.500,563.000,194.947,1,0.120546,12.629,-5.506,frame12_0233.jpg
233,38.833333,979.000,416.500,8.322,1,2.823922,218.197,-542.684,frame12_0234.jpg
234,39.000000,987.000,443.500,7.500,1,3.133291,267.168,-517.538,frame12_0235.jpg
235,39.166667,1001.500,567.500,192.548,1,0.122048,12.176,-5.025,frame12_0236.jpg
236,39.333333,1002.500,569.000,190.762,1,0.123190,12.414,-4.887,frame12_0237.jpg
237,39.500000,999.500,633.000,11.102,1,2.116754,206.950,51.492,frame12_0238.jpg
238,39.666667,939.345,573.136,222.904,1,0.105426,3.965,-3.747,frame12_0239.jpg
239,39.833333,1012.000,562.000,193.693,1,0.121326,13.378,-5.663,frame12_0240.jpg
